kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
479,போற்றி வழங்கு நெறி. ஆகாறு அளவிட்டி தாயினுங் கேடில்லை,0.51687086,0.4754632,0.49817085,0.47208956,0.52579904,0.4449874,0.59378785,0.4508665,0.6184403,0.56662774,sanctity.virtue,0.6184403
480,போகாறு அகலாக் கடை. அளவற஧ந்து வாழாதான் வாழ்க்கை உளபோல,0.23196265,0.29202202,0.26525292,0.32784095,0.2721262,0.29897416,0.26503044,0.29664698,0.2703308,0.38086784,sanctity.vice,0.38086784
481,இல்லாகித் தோன்றாக் கெடும். உளவரை தூக்காத ஒப்புர வாண்மை,0.5207453,0.574623,0.54551995,0.5910295,0.565277,0.57646817,0.5581465,0.6204526,0.59063184,0.67474383,sanctity.vice,0.67474383
482,வளவரை வல்லைக் கெடும். பகல்வெல்லும் கூகையைக் காக்கை இகல்வெல்லும்,0.42440715,0.47577494,0.42315158,0.44018084,0.47147626,0.40839732,0.46999857,0.4342419,0.48530844,0.53618884,sanctity.vice,0.53618884
483,வேந்தர்க்கு வேண்டும் பொழுது. பருவத்தோடு ஒட்ட ஒழுகல் திருவினைத்,0.5001252,0.4716765,0.48586148,0.48592144,0.5088756,0.42900035,0.58434564,0.4834412,0.5592373,0.55629605,authority.virtue,0.58434564
484,தீராமை ஆர்க்குங் கயிறு. அருவினை யென்ப உளவோ கருவியான்,0.51454085,0.47924134,0.4581466,0.44188142,0.5075534,0.41805455,0.5319845,0.4324031,0.5457058,0.52077276,sanctity.virtue,0.5457058
485,காலம் அறிந்து செயின். ஞாலம் கருதினுங் கைகூடுங் காலம்,0.6537756,0.6437222,0.69181573,0.6367143,0.7284713,0.5825635,0.7327795,0.6020576,0.70893353,0.6831253,authority.virtue,0.7327795
486,கருதி இடத்தாற் செயின். காலம் கருதி இருப்பர் கலங்காது,0.54917616,0.5634729,0.58016926,0.5594014,0.5804529,0.48585874,0.5748797,0.5418821,0.5809457,0.619838,sanctity.vice,0.619838
487,ஞாலம் கருது பவர். ஊக்க முடையான் ஒடுக்கம் பொருதகர்,0.58772105,0.63282216,0.60203254,0.6007402,0.62509686,0.55328894,0.678093,0.54976386,0.62443537,0.6671628,authority.virtue,0.678093
488,தாக்கற்குப் பேருந் தகைத்து. பொள்ளென ஆங்கே புறம்வேரார் காலம்பார்த்து,0.59630805,0.5719528,0.5439486,0.52017206,0.5974174,0.5471125,0.60264343,0.54950744,0.6060052,0.5961767,sanctity.virtue,0.6060052
489,உள்வேர்ப்பர் ஒள்ளி யவர். செறுநரைக் காணின் சுமக்க இறுவரை,0.6166578,0.6240405,0.5673138,0.5996698,0.66279006,0.6042461,0.6718277,0.6153393,0.6473078,0.6627415,authority.virtue,0.6718277
490,காணின் கிழக்காம் தலை. எய்தற் கரியது இயைந்தக்கால் அந்நிலையே,0.58977896,0.55653495,0.5730257,0.51985043,0.6047758,0.49815896,0.6074805,0.51545966,0.65002024,0.5957344,sanctity.virtue,0.65002024
491,செய்தற் கரிய செயல். கொக்கொக்க கூம்பும் பருவத்து மற்றதன்,0.4738632,0.5129804,0.48176557,0.48440072,0.5031791,0.44415495,0.5151525,0.45447516,0.5535314,0.59845245,sanctity.vice,0.59845245
492,குத்தொக்க சீர்த்த இடத்து. தொடங்கற்க எவ்வினையும் எள்ளற்க முற்றும்,0.5064091,0.53403986,0.48528832,0.5161672,0.5515217,0.47617918,0.540812,0.49111506,0.5875707,0.6250694,sanctity.vice,0.6250694
493,இடங்கண்ட பின்அல் லது. முரண்சேர்ந்த மொய்ம்பி னவர்க்கும் அரண்சேர்ந்தாம்,0.5336059,0.56085217,0.5466918,0.54398495,0.66181463,0.5462441,0.58269864,0.553568,0.5949194,0.61464804,loyalty.virtue,0.66181463
494,ஆக்கம் பலவுந் தரும். ஆற்றாரும் ஆற்றி அடுப இடனறிந்து,0.5024713,0.4494844,0.4231605,0.42342636,0.46474978,0.3753511,0.48396084,0.42355624,0.5458466,0.521804,sanctity.virtue,0.5458466
495,போற்றார்கண் போற்றிச் செயின். எண்ணியார் எண்ணம் இழப்பர் இடனறிந்து,0.5578222,0.5613301,0.5713902,0.60127276,0.6215047,0.59125954,0.610436,0.62539047,0.62207776,0.6239747,authority.vice,0.62539047
496,துன்னியார் துன்னிச் செயின். நெடும்புனலுள் வெல்லும் முதலை அடும்புனலின்,0.47293228,0.48970905,0.4230728,0.44996256,0.48312286,0.42163268,0.50700647,0.41123322,0.5345023,0.5430434,sanctity.vice,0.5430434
497,நீங்கின் அதனைப் பிற. கடலோடா கால்வல் நெடுந்தேர் கடலோடும்,0.4316845,0.38444266,0.39595386,0.3906978,0.4613154,0.38180703,0.44274473,0.37497896,0.46651548,0.45268512,sanctity.virtue,0.46651548
498,நாவாயும் ஓடா நிலத்து. அஞ்சாமை அல்லால் துணைவேண்டா எஞ்சாமை,0.47412357,0.35218892,0.38527626,0.36577404,0.4346417,0.42127836,0.39962682,0.43183205,0.42801616,0.37948412,care.virtue,0.47412357
499,எண்ணி இடத்தால் செயின். சிறுபடையான் செல்லிடம் சேரின் உறுபடையான்,0.56517637,0.64076835,0.60919327,0.6465582,0.7095656,0.5925905,0.66545045,0.59430224,0.6298688,0.7018774,loyalty.virtue,0.7095656
500,ஊக்கம் அழிந்து விடும். சிறைநலனும் சீரும் இலரெனினும் மாந்தர்,0.6060083,0.64255744,0.622996,0.59510314,0.62781286,0.61804044,0.6092478,0.61108917,0.58366376,0.5963148,care.vice,0.64255744
501,உறைநிலத்தோடு ஒட்டல் அரிது. காலாழ் களரில் நரியடும் கண்ணஞ்சா,0.3402328,0.31770304,0.33104792,0.27882522,0.36434332,0.26952112,0.31564847,0.3220976,0.34786293,0.3723545,sanctity.vice,0.3723545
502,வேலாள் முகத்த களிறு. அறம்பொருள் இன்பம் உயிரச்சம் நான்கின்,0.46006253,0.38542426,0.37889946,0.44305822,0.41211846,0.39781561,0.42226523,0.3801324,0.47450903,0.4619322,sanctity.virtue,0.47450903
503,திறந்தெரிந்து தேறப் படும். குடிப்பிறந்து குற்றத்தின் நீங்கி வடுப்பரியும்,0.51747376,0.49115562,0.4721019,0.5208116,0.45518896,0.5109878,0.49460346,0.47446877,0.5533117,0.5842537,sanctity.vice,0.5842537
504,நாணுடையான் சுட்டே தெளிவு. அரியகற்று ஆசற்றார் கண்ணும் தெரியுங்கால்,0.42185998,0.47900307,0.40935007,0.40756223,0.39912435,0.409715,0.42242807,0.4424903,0.48974717,0.49329045,sanctity.vice,0.49329045
505,இன்மை அரிதே வெளிறு. குணம்நாடிக் குற்றமும் நாடி அவற்றுள்,0.6301025,0.68196005,0.6479866,0.6874705,0.63442653,0.6772537,0.6108878,0.7010128,0.66525155,0.69997126,authority.vice,0.7010128
506,மிகைநாடி மிக்க கொளல். பெருமைக்கும் ஏனைச் சிறுமைக்கும் தத்தம்,0.6477927,0.661332,0.6237471,0.65657437,0.6897362,0.61781824,0.7365458,0.6382179,0.72432554,0.72277373,authority.virtue,0.7365458
507,கருமமே கட்டளைக் கல். அற்றாரைத் தேறுதல் ஓம்புக மற்றவர்,0.605123,0.5239977,0.5739028,0.49246952,0.55444187,0.50405055,0.63051516,0.5293724,0.62073255,0.5272564,authority.virtue,0.63051516
508,பற்றிலர் நாணார் பழி. காதன்மை கந்தா அறிவறியார்த் தேறுதல்,0.56881875,0.5296999,0.607368,0.5237601,0.5553091,0.5202843,0.5925855,0.52347285,0.58559644,0.55830574,fairness.virtue,0.607368
509,பேதைமை எல்லாந் தரும். தேரான் பிறனைத் தெளிந்தான் வழிமுறை,0.5501319,0.46962002,0.5116691,0.46200335,0.47666636,0.45035174,0.553218,0.39244434,0.58718807,0.48941272,sanctity.virtue,0.58718807
510,தீரா இடும்பை தரும். தே றற்க யாரையும் தேராது தேர்ந்தபின்,0.6579553,0.5715867,0.6188159,0.54661816,0.58586156,0.5479289,0.6056484,0.54201835,0.65334654,0.565955,care.virtue,0.6579553
511,தேறுக தேறும் பொருள். தேரான் தெளிவும் தெளிந்தான்கண் ஐயுறவும்,0.61751175,0.50141835,0.55351245,0.47475126,0.5072146,0.4887141,0.57766294,0.4740246,0.6446007,0.50970286,sanctity.virtue,0.6446007
512,தீரா இடும்பை தரும். நன்மையும் தீமையும் நாடி நலம்புரிந்த,0.705389,0.46211934,0.5278386,0.39864644,0.46575245,0.4214996,0.49093515,0.36729574,0.5787541,0.43868053,care.virtue,0.705389
513,தன்மையான் ஆளப் படும். வாரி பெருக்கி வளம்படுத்து உற்றவை,0.52402383,0.46844062,0.4716457,0.46512434,0.5021971,0.37597817,0.5636475,0.40653095,0.53618944,0.5161408,authority.virtue,0.5636475
514,ஆராய்வான் செய்க வினை. அன்பறிவு தேற்றம் அவாவின்மை இந்நான்கும்,0.57767725,0.5855863,0.68008274,0.6341976,0.679858,0.6003711,0.6443229,0.6106077,0.6056169,0.6403694,fairness.virtue,0.68008274
515,நன்குடையான் கட்டே தெளிவு. எனைவகையான் தேறியக் கண்ணும் வினைவகையான்,0.5409954,0.505271,0.509536,0.4869925,0.51305187,0.44313583,0.54419494,0.43000746,0.6150218,0.58096766,sanctity.virtue,0.6150218
516,வேறாகும் மாந்தர் பலர். அறிந்தாற்றிச் செய்கிற்பாற்கு அல்லால் வினைதான்,0.477984,0.53270215,0.57916075,0.55245256,0.56056774,0.53341335,0.5168482,0.5756468,0.505894,0.53524846,fairness.virtue,0.57916075
517,சிறந்தானென்று ஏவற்பாற் றன்று. செய்வானை நாடி வினைநாடிக் காலத்தோடு,0.5314246,0.5020468,0.5516005,0.5162417,0.5394429,0.48668995,0.5850024,0.49824032,0.6195372,0.55984396,sanctity.virtue,0.6195372
518,எய்த உணர்ந்து செயல். இதனை இதனால் இவன்முடிக்கும் என்றாய்ந்து,0.6105474,0.6284543,0.6664131,0.60140103,0.65622103,0.5628708,0.65491784,0.5463693,0.6418085,0.64292216,fairness.virtue,0.6664131
519,அதனை அவன்கண் விடல். வினைக் குரிமை நாடிய பின்றை அவனை,0.5781137,0.60447234,0.6614739,0.5926527,0.5838054,0.56693304,0.5921554,0.5810654,0.60669404,0.6271808,fairness.virtue,0.6614739
520,அதற்குரிய னாகச் செயல். வினைக்கண் வினையுடையான் கேண்மைவே றாக,0.5895005,0.67050314,0.68571407,0.6623293,0.68621373,0.589241,0.69559777,0.5914094,0.6374078,0.7066233,sanctity.vice,0.7066233
