fable_number,title,text,moral,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
119,THE OXEN AND THE BUTCHERS,"Once upon a time the Oxen determined to be revenged upon the Butchers for the havoc they wrought in their ranks, and plotted to put them to death on a given day. They were all gathered together discussing how best to carry out the plan, and the more violent of them were engaged in sharpening their horns for the fray, when an old Ox got up upon his feet and said, ""My brothers, you have good reason, I know, to hate these Butchers, but, at any rate, they understand their trade and do what they have to do without causing unnecessary pain. But if we kill them, others, who have no experience, will be set to slaughter us, and will by their bungling inflict great sufferings upon us","For you may be sure that, even though all the Butchers perish, mankind will never go without their beef.""",0.2668062,0.40197402,0.3160093,0.31378934,0.41736025,0.3388601,0.36879754,0.315291,0.30634466,0.33812475,loyalty.virtue,0.41736025
120,THE WOLF AND THE LION,"A wolf stole a lamb from the flock, and was carrying it off to devour it at his leisure when he met a Lion, who took his prey away from him and walked off with it. He dared not resist, but when the Lion had gone some distance he said, ""It is most unjust of you to take what's mine away from me like that."" The Lion laughed and called out in reply, ""It was justly yours, no doubt! The gift of a friend, perhaps, eh?""",,0.31686938,0.23784663,0.26797885,0.22088373,0.28217864,0.27387378,0.28449893,0.24129516,0.26878482,0.25169438,care.virtue,0.31686938
121,"THE SHEEP, THE WOLF, AND THE STAG","A Stag once asked a Sheep to lend him a measure of wheat, saying that his friend the Wolf would be his surety. The Sheep, however, was afraid that they meant to cheat her; so she excused herself, saying, ""The Wolf is in the habit of seizing what he wants and running off with it without paying, and you, too, can run much faster than I. So how shall I be able to come up with either of you when the debt falls due?"" Two blacks do not make a white.",,0.38703898,0.26489303,0.32378748,0.2848225,0.30221787,0.30930167,0.3153622,0.25833875,0.3008275,0.2689548,care.virtue,0.38703898
122,THE LION AND THE THREE BULLS,"Three Bulls were grazing in a meadow, and were watched by a Lion, who longed to capture and devour them, but who felt that he was no match for the three so long as they kept together. So he began by false whispers and malicious hints to foment jealousies and distrust among them. This stratagem succeeded so well that ere long the Bulls grew cold and unfriendly, and finally avoided each other and fed each one by himself apart. No sooner did the Lion see this than he fell upon them one by one and killed them in turn. The quarrels of friends are the opportunities of foes.",,0.22707868,0.30286422,0.24607152,0.26525328,0.33814204,0.2783558,0.25732997,0.22278559,0.21582472,0.24696834,loyalty.virtue,0.33814204
123,THE HORSE AND HIS RIDER,"A Young Man, who fancied himself something of a horseman, mounted a Horse which had not been properly broken in, and was exceedingly difficult to control. No sooner did the Horse feel his weight in the saddle than he bolted, and nothing would stop him. A friend of the Rider's met him in the road in his headlong career, and called out, ""Where are you off to in such a hurry?"" To which he, pointing to the Horse, replied, ""I've no idea: ask him.""",,0.322575,0.34062627,0.30699044,0.32655132,0.35478207,0.34179807,0.36165848,0.33711556,0.32385257,0.29169476,authority.virtue,0.36165848
124,THE GOAT AND THE VINE,"A Goat was straying in a vineyard, and began to browse on the tender shoots of a Vine which bore several fine bunches of grapes. ""What have I done to you,"" said the Vine, ""that you should harm me thus? Isn't there grass enough for you to feed on? All the same, even if you eat up every leaf I have, and leave me quite bare, I shall produce wine enough to pour over you when you are led to the altar to be sacrificed.""",,0.13831167,0.13522355,0.11664333,0.09666422,0.12682463,0.11271217,0.15882814,0.12751114,0.17874488,0.13986248,sanctity.virtue,0.17874488
125,THE TWO POTS,"Two Pots, one of earthenware and the other of brass, were carried away down a river in flood. The Brazen Pot urged his companion to keep close by his side, and he would protect him. The other thanked him, but begged him not to come near him on any account: ""For that,"" he said, ""is just what I am most afraid of","One touch from you and I should be broken in pieces."" Equals make the best friends.",0.37462676,0.12623154,0.25251684,0.11337321,0.17620385,0.16656218,0.22166097,0.12841006,0.24559607,0.11031481,care.virtue,0.37462676
126,THE OLD HOUND,"A Hound who had served his master well for years, and had run down many a quarry in his time, began to lose his strength and speed owing to age. One day, when out hunting, his master started a powerful wild boar and set the Hound at him. The latter seized the beast by the ear, but his teeth were gone and he could not retain his hold; so the boar escaped. His master began to scold him severely, but the Hound interrupted him with these words: ""My will is as strong as ever, master, but my body is old and feeble. You ought to honour me for what I have been instead of abusing me for what I am.""",,0.22400023,0.22917908,0.16930561,0.18756795,0.20906503,0.16446617,0.28809255,0.14968586,0.2274076,0.24557862,authority.virtue,0.28809255
127,THE CLOWN AND THE COUNTRYMAN,"A Nobleman announced his intention of giving a public entertainment in the theatre, and offered splendid prizes to all who had any novelty to exhibit at the performance. The announcement attracted a crowd of conjurers, jugglers, and acrobats, and among the rest a Clown, very popular with the crowd, who let it be known that he was going to give an entirely new turn. When the day of the performance came, the theatre was filled from top to bottom some time before the entertainment began. Several performers exhibited their tricks, and then the popular favourite came on empty-handed and alone. At once there was a hush of expectation: and he, letting his head fall upon his breast, imitated the squeak of a pig to such perfection that the audience insisted on his producing the animal, which, they said, he must have somewhere concealed about his person. He, however, convinced them that there was no pig there, and then the applause was deafening. Among the spectators was a Countryman, who disparaged the Clown's performance and announced that he would give a much superior exhibition of the same trick on the following day. Again the theatre was filled to overflowing, and again the Clown gave his imitation amidst the cheers of the crowd. The Countryman, meanwhile, before going on the stage, had secreted a young porker under his smock; and when the spectators derisively bade him do better if he could, he gave it a pinch in the ear and made it squeal loudly. But they all with one voice shouted out that the Clown's imitation was much more true to life. Thereupon he produced the pig from under his smock and said sarcastically, ""There, that shows what sort of judges you are!""",,0.3151183,0.36937436,0.38002262,0.38298726,0.40955222,0.39150187,0.42715248,0.38199577,0.4020309,0.43218073,sanctity.vice,0.43218073
128,THE LARK AND THE FARMER,"A Lark nested in a field of corn, and was rearing her brood under cover of the ripening grain. One day, before the young were fully fledged, the Farmer came to look at the crop, and, finding it yellowing fast, he said, ""I must send round word to my neighbours to come and help me reap this field."" One of the young Larks overheard him, and was very much frightened, and asked her mother whether they hadn't better move house at once. ""There's no hurry,"" replied she; ""a man who looks to his friends for help will take his time about a thing."" In a few days the Farmer came by again, and saw that the grain was overripe and falling out of the ears upon the ground. ""I must put it off no longer,"" he said; ""This very day I'll hire the men and set them to work at once."" The Lark heard him and said to her young, ""Come, my children, we must be off: he talks no more of his friends now, but is going to take things in hand himself."" Self-help is the best help.",,0.45897767,0.33699208,0.35731083,0.27905267,0.40315947,0.28769508,0.39867204,0.28213948,0.39758134,0.34034693,care.virtue,0.45897767
129,THE LION AND THE ASS,"A Lion and an Ass set up as partners and went a-hunting together. In course of time they came to a cave in which there were a number of wild goats. The Lion took up his stand at the mouth of the cave, and waited for them to come out; while the Ass went inside and brayed for all he was worth in order to frighten them out into the open. The Lion struck them down one by one as they appeared; and when the cave was empty the Ass came out and said, ""Well, I scared them pretty well, didn't I?"" ""I should think you did,"" said the Lion: ""why, if I hadn't known you were an Ass, I should have turned and run myself.""",,0.29129967,0.24042436,0.2707624,0.2635364,0.33754215,0.3063261,0.2896883,0.24286383,0.26287904,0.23812297,loyalty.virtue,0.33754215
130,THE PROPHET,"A Prophet sat in the market-place and told the fortunes of all who cared to engage his services. Suddenly there came running up one who told him that his house had been broken into by thieves, and that they had made off with everything they could lay hands on. He was up in a moment, and rushed off, tearing his hair and calling down curses on the miscreants. The bystanders were much amused, and one of them said, ""Our friend professes to know what is going to happen to others, but it seems he's not clever enough to perceive what's in store for himself.""",,0.28080624,0.2738079,0.26238042,0.3165972,0.28681394,0.36360952,0.3094308,0.2993581,0.36165917,0.2945687,loyalty.vice,0.36360952
